id,hotel_id,overall_rating,value_rating,rooms_rating,location_rating,cleanliness_rating,service_rating,sleep_quality_rating,pic_num,tourism,mobile,review_date,helpful_count,owner_replied
337522546,199923,4,,,,,,,0,couple,Y,05/01/2016,0,N
337884343,199923,5,5,5,,,5,,0,family,N,06/01/2016,3,N
338068422,199923,5,,,5,,5,5,0,couple,N,06/01/2016,1,N
340040948,199923,5,5,,,,5,5,0,family,N,14/01/2016,0,N
340358153,199923,4,5,,,,4,5,0,couple,N,15/01/2016,2,N
341096973,199923,3,,,,4,4,5,0,family,N,18/01/2016,2,N
341216192,199923,4,,,5,,5,,0,couple,N,19/01/2016,0,N
341754113,199923,5,,,,,,,0,,N,21/01/2016,0,N
341854743,199923,5,5,,5,,5,,0,couple,N,22/01/2016,0,N
341924803,199923,5,,5,,,5,5,0,business,N,22/01/2016,0,N
342317151,199923,5,,,,,,,0,,N,24/01/2016,0,N
342423319,199923,5,,,,,,,3,couple,Y,24/01/2016,0,N
342491384,199923,5,,5,5,,5,,0,solo,N,24/01/2016,0,N
342496652,199923,5,4,5,,,5,,0,couple,N,24/01/2016,0,N
342757695,199923,4,,,,,,,7,solo,Y,25/01/2016,0,N
342940111,199923,5,5,,,,5,4,0,business,N,26/01/2016,0,N
343077467,199923,5,5,5,,,5,,1,couple,N,27/01/2016,0,N
343400964,199923,5,5,,5,,5,,0,family,N,28/01/2016,0,N
343407589,199923,5,,,,,,,0,,N,28/01/2016,1,N
344884034,199923,5,,,,,,,0,,Y,03/02/2016,0,N
1541745,202626,4,,,,,,,0,,N,06/01/2004,7,N
2757314,202626,5,4,4,,4,4,,0,business,N,18/10/2004,7,N
2967637,202626,4,,,,,,,0,,N,30/12/2004,19,N
3285696,202626,5,5,5,,5,5,,0,,N,17/03/2005,7,N
3432097,202626,5,,,,,,,0,,N,01/05/2005,21,N
4254074,202626,5,5,5,,5,5,,0,,N,20/12/2005,12,N
4333572,202626,4,4,3,,4,3,,0,,N,08/01/2006,11,N
6506925,202626,3,3,5,5,5,3,,3,family,N,27/12/2006,4,N
6515610,202626,3,3,4,5,3,3,,0,family,N,28/12/2006,3,N
6540968,202626,5,5,5,5,5,5,,0,family,N,01/01/2007,7,N
10029741,202626,2,1,1,4,1,2,,0,family,N,02/10/2007,1,N
11474589,202626,4,4,3,5,4,3,,0,family,N,11/12/2007,2,N
11631623,202626,2,2,2,5,4,4,,0,family,N,17/12/2007,1,N
12721360,202626,3,3,3,4,3,4,,0,family,N,17/01/2008,0,N
18389863,202626,4,4,4,5,5,5,,0,family,N,29/07/2008,1,N
22525888,202626,5,4,5,5,5,5,,0,family,N,07/12/2008,2,N
23039047,202626,4,4,3,5,3,4,,2,family,N,27/12/2008,1,N
23174979,202626,3,3,1,5,3,2,,8,family,N,02/01/2009,0,N
23448110,202626,1,,,,,,,0,,N,10/01/2009,0,N
31296686,202626,4,2,4,5,3,3,,1,couple,N,01/06/2009,1,N
38439984,202626,3,3,3,4,4,4,,0,couple,N,22/08/2009,0,N
39822688,202626,2,3,3,3,4,1,,0,family,N,05/09/2009,0,N
45810657,202626,4,4,4,4,5,4,,0,family,N,04/10/2009,1,N
49148853,202626,3,4,3,5,4,4,,0,couple,N,13/11/2009,0,N
49355476,202626,5,5,5,5,4,5,,0,couple,N,16/11/2009,0,N
51076628,202626,3,,,,,,,0,family,N,11/12/2009,0,N
51274536,202626,4,4,5,5,4,5,,0,family,N,15/12/2009,0,N
51414518,202626,1,1,2,4,2,2,,0,family,N,17/12/2009,1,N
52068809,202626,3,3,4,4,4,3,,1,family,N,29/12/2009,1,N
52116326,202626,4,5,5,5,5,4,,0,family,N,29/12/2009,1,N
52172822,202626,4,4,4,5,4,3,,0,family,N,30/12/2009,2,N
52227595,202626,4,4,4,4,5,5,,3,family,N,30/12/2009,1,N
53520528,202626,5,4,5,5,5,5,,0,family,N,15/01/2010,4,N
53548739,202626,2,1,2,5,2,3,,0,family,N,15/01/2010,0,N
60093021,202626,4,4,4,5,5,4,5,0,friends,N,01/04/2010,5,N
60274910,202626,3,3,3,3,4,3,1,0,business,N,03/04/2010,2,N
60646911,202626,3,3,3,3,3,2,,0,,N,07/04/2010,0,N
60658609,202626,5,5,5,5,5,5,5,5,,N,07/04/2010,2,N
60679530,202626,4,4,4,5,5,4,4,0,couple,N,07/04/2010,0,N
63012409,202626,4,3,4,5,4,5,4,0,friends,N,02/05/2010,0,N
81409166,202626,4,4,4,4,4,4,4,0,family,N,28/09/2010,0,N
81493855,202626,3,3,3,4,4,3,4,0,solo,N,29/09/2010,1,N
89172819,202626,4,5,5,5,5,5,5,7,family,N,06/12/2010,8,N
89485685,202626,4,4,4,4,4,4,4,0,family,N,10/12/2010,0,N
90611428,202626,4,4,4,5,5,4,4,0,family,N,24/12/2010,2,N
91397831,202626,2,2,4,2,5,3,3,0,family,N,02/01/2011,9,N
97168178,202626,4,4,4,5,5,4,4,1,business,N,19/02/2011,1,N
104661656,202626,3,2,2,5,3,1,5,0,couple,N,19/04/2011,2,N
112910318,202626,4,3,,,4,5,4,8,solo,N,12/06/2011,1,N
116820409,202626,3,3,,,4,2,1,2,friends,N,16/08/2011,1,N
117576811,202626,5,5,,,5,4,4,2,family,N,02/09/2011,1,N
117798127,202626,4,4,,,4,4,4,0,friends,N,07/09/2011,0,N
118198997,202626,4,3,4,5,,3,,0,couple,N,16/09/2011,1,N
119744457,202626,3,3,3,2,3,3,3,0,couple,N,26/10/2011,1,N
120249682,202626,4,5,4,5,4,5,,0,,N,06/11/2011,0,N
121079718,202626,3,2,4,2,2,1,,0,,N,27/11/2011,0,N
121118325,202626,3,3,3,4,3,3,4,0,friends,N,28/11/2011,0,N
121781100,202626,5,4,5,5,4,4,4,0,couple,N,15/12/2011,2,N
121835906,202626,5,5,5,5,5,5,5,3,family,N,17/12/2011,1,N
121895391,202626,4,4,5,4,5,5,5,0,couple,N,19/12/2011,1,N
122195890,202626,1,1,1,4,3,1,3,0,business,N,28/12/2011,2,N
122284145,202626,1,1,3,4,3,1,3,0,friends,N,30/12/2011,0,N
122719637,202626,3,2,3,5,4,3,4,2,friends,N,07/01/2012,2,N
123022251,202626,1,1,2,3,3,3,3,3,solo,N,13/01/2012,2,N
123026977,202626,1,1,1,4,1,2,3,0,couple,N,13/01/2012,0,N
123700632,202626,4,5,2,5,4,4,4,0,couple,N,27/01/2012,2,N
123892676,202626,4,3,4,5,5,4,4,0,solo,N,30/01/2012,0,N
124123831,202626,2,1,2,4,2,1,3,1,couple,N,04/02/2012,0,N
125670599,202626,5,5,4,5,5,5,4,0,solo,N,05/03/2012,0,N
127137906,202626,4,3,5,5,3,4,5,0,couple,N,02/04/2012,1,N
130351391,202626,3,2,3,4,4,3,3,0,business,N,21/05/2012,0,N
133416348,202626,4,3,4,5,4,3,4,0,solo,N,03/07/2012,0,N
135747062,202626,4,4,4,5,4,4,4,0,couple,N,29/07/2012,0,N
137183467,202626,4,4,4,5,5,4,5,0,couple,N,14/08/2012,2,N
137425874,202626,5,4,5,5,5,4,5,0,couple,N,17/08/2012,0,N
137850423,202626,4,4,4,4,4,5,4,0,couple,N,20/08/2012,1,N
138742313,202626,3,3,3,5,3,3,3,0,friends,N,28/08/2012,0,N
139117180,202626,4,4,4,4,4,5,5,0,friends,N,01/09/2012,0,N
140412907,202626,4,4,4,5,5,4,5,0,couple,N,16/09/2012,0,N
141773234,202626,3,,3,5,5,3,1,0,business,N,01/10/2012,0,N
144981573,202626,5,,,,,,,0,family,N,08/11/2012,1,N
147501033,202626,4,5,5,5,4,5,4,0,family,N,15/12/2012,0,N
148071647,202626,5,5,4,5,2,5,4,1,family,N,26/12/2012,0,N
148159657,202626,4,5,4,5,3,4,4,0,couple,N,27/12/2012,0,N
148322172,202626,4,5,4,5,5,5,5,0,solo,N,29/12/2012,0,N
148849635,202626,4,4,4,4,4,4,4,0,family,N,04/01/2013,1,N
148915564,202626,4,3,5,5,4,4,4,0,solo,N,05/01/2013,1,N
148923471,202626,3,2,3,4,3,3,4,0,couple,N,05/01/2013,0,N
149587117,202626,3,2,4,5,3,4,,0,,Y,13/01/2013,1,N
149595047,202626,1,1,1,4,1,1,3,0,family,N,13/01/2013,2,N
150993172,202626,1,1,1,5,1,1,2,0,family,N,30/01/2013,0,N
151264073,202626,4,4,4,5,5,4,4,0,friends,N,02/02/2013,1,N
151302388,202626,3,3,3,4,3,3,3,2,couple,N,03/02/2013,0,N
151376525,202626,3,3,3,4,4,4,3,0,family,N,04/02/2013,1,N
152386159,202626,3,3,3,5,5,3,3,3,business,N,17/02/2013,0,N
154612944,202626,4,,5,4,5,4,5,0,couple,N,15/03/2013,0,N
154721991,202626,3,4,3,4,3,4,4,4,friends,N,15/03/2013,0,Y
156654828,202626,4,4,3,5,5,5,4,0,friends,N,04/04/2013,1,N
157566449,202626,4,3,4,5,4,4,4,1,friends,N,12/04/2013,0,N
158259038,202626,3,,,,,,,0,business,Y,19/04/2013,0,N
158509510,202626,5,5,5,5,5,5,,0,,N,22/04/2013,0,N
159476227,202626,3,3,3,5,3,3,3,0,couple,N,02/05/2013,1,N
160070584,202626,4,4,4,5,5,4,4,0,business,N,08/05/2013,2,N
163522545,202626,4,4,4,4,4,4,4,2,family,N,09/06/2013,0,N
163961796,202626,4,4,4,5,4,5,4,0,family,N,14/06/2013,0,N
173187908,202626,4,4,3,4,4,4,5,0,couple,N,20/08/2013,0,N
173935283,202626,4,5,3,5,4,4,4,0,couple,N,25/08/2013,2,N
175345452,202626,3,3,3,4,4,1,4,0,family,N,02/09/2013,0,N
176050795,202626,5,3,4,5,3,5,3,0,couple,N,06/09/2013,0,N
178309158,202626,3,2,2,4,1,2,2,0,business,N,23/09/2013,0,N
178547752,202626,4,3,4,5,4,3,5,0,family,N,25/09/2013,0,N
178724271,202626,4,3,4,4,4,3,4,0,friends,N,26/09/2013,0,N
178959754,202626,4,3,4,3,4,4,4,0,couple,N,28/09/2013,0,N
181359529,202626,3,3,3,4,3,3,3,0,couple,N,17/10/2013,0,N
181735793,202626,5,5,5,5,5,4,5,0,family,N,20/10/2013,1,N
182477819,202626,4,3,3,5,3,3,3,0,family,N,26/10/2013,2,N
184478340,202626,3,3,3,4,3,3,3,0,friends,N,12/11/2013,0,N
186737363,202626,3,,,,,,,1,family,Y,04/12/2013,0,N
186756201,202626,2,2,2,4,4,3,3,0,family,N,04/12/2013,1,N
187564811,202626,4,3,4,4,4,4,4,0,couple,N,13/12/2013,1,N
187703925,202626,5,4,5,5,5,5,5,0,family,N,15/12/2013,0,N
187908448,202626,5,,,,,,,0,friends,Y,17/12/2013,2,N
188304914,202626,3,,,,,,,0,,Y,22/12/2013,0,N
188676069,202626,3,,,,,,,0,couple,Y,27/12/2013,3,N
188889723,202626,3,,,,,,,0,,Y,29/12/2013,1,N
189121360,202626,5,5,5,5,5,5,5,0,business,N,31/12/2013,0,N
189633706,202626,2,,,,,,,0,friends,Y,04/01/2014,0,N
191255445,202626,5,4,5,5,5,5,4,0,couple,N,18/01/2014,1,N
191408755,202626,5,5,5,5,5,5,5,0,family,N,20/01/2014,1,N
192582314,202626,1,,,,,,,0,friends,Y,30/01/2014,1,N
192708814,202626,4,4,3,5,4,3,3,1,couple,N,31/01/2014,1,N
192912650,202626,4,3,4,5,4,5,5,0,family,N,02/02/2014,2,N
193592284,202626,4,3,3,4,4,4,,0,,Y,09/02/2014,3,N
194046183,202626,5,4,5,5,5,4,4,0,solo,N,14/02/2014,1,N
194644166,202626,2,,,,,,,0,couple,Y,19/02/2014,2,N
196089919,202626,4,3,4,4,4,4,4,0,couple,N,04/03/2014,1,N
196266071,202626,5,4,4,5,4,3,4,0,couple,N,05/03/2014,1,N
196841758,202626,4,4,4,5,5,5,5,0,friends,N,10/03/2014,1,N
197695049,202626,4,4,4,4,3,5,3,0,family,N,17/03/2014,0,N
198268857,202626,5,5,5,5,4,5,5,0,family,N,22/03/2014,0,N
198751902,202626,3,,,,,,,0,friends,Y,26/03/2014,2,N
198879363,202626,4,5,4,5,5,4,5,0,friends,N,27/03/2014,0,N
199128510,202626,4,4,3,5,3,4,5,0,family,N,29/03/2014,1,N
200228898,202626,3,3,3,4,3,3,4,0,couple,N,07/04/2014,3,N
200905153,202626,4,4,5,,5,5,5,0,business,N,13/04/2014,1,N
204123416,202626,5,4,4,5,4,5,5,2,family,N,05/05/2014,0,N
205746570,202626,1,2,1,3,2,2,1,1,business,N,15/05/2014,0,Y
206773640,202626,4,,,,,,,0,solo,Y,23/05/2014,0,N
211598287,202626,4,4,4,4,4,4,4,0,business,N,22/06/2014,1,N
211632703,202626,4,5,4,5,5,5,5,0,couple,N,23/06/2014,0,N
212117675,202626,3,3,3,4,4,4,4,0,friends,N,25/06/2014,0,Y
214353086,202626,3,,,,,,,0,couple,Y,08/07/2014,0,Y
216068652,202626,4,,,,,,,1,couple,Y,18/07/2014,0,N
216843135,202626,4,,,,,,,0,family,Y,22/07/2014,1,N
217384069,202626,4,,3,,4,5,,8,friends,N,25/07/2014,0,N
217738319,202626,4,,,,,,,0,,Y,27/07/2014,0,N
218658780,202626,4,,3,,,3,1,0,friends,N,31/07/2014,1,N
220211989,202626,3,,,,,,,0,family,Y,07/08/2014,2,Y
221001418,202626,5,,,,,,,0,couple,Y,10/08/2014,0,N
222050808,202626,4,,4,4,,4,,0,couple,N,15/08/2014,4,N
224105707,202626,4,4,,,,4,4,0,friends,N,24/08/2014,1,N
225538625,202626,5,,3,,4,4,,0,business,N,30/08/2014,1,N
225920902,202626,3,,,4,3,3,,0,family,N,01/09/2014,0,Y
226814875,202626,4,,,,4,4,4,0,business,N,04/09/2014,1,N
226894134,202626,5,5,,,5,5,,0,couple,N,04/09/2014,1,N
229665247,202626,5,,,,,,,0,solo,Y,18/09/2014,3,N
231026573,202626,5,,,,,,,0,friends,Y,26/09/2014,0,N
231490886,202626,5,5,,,,5,5,4,couple,N,28/09/2014,1,N
231549281,202626,4,,,5,,4,5,4,couple,N,29/09/2014,2,N
235881855,202626,4,,,5,,4,4,0,family,N,23/10/2014,2,N
238557179,202626,4,,,5,,5,3,2,business,N,06/11/2014,0,N
239712450,202626,5,,5,,5,5,,0,couple,N,13/11/2014,1,N
241357872,202626,4,4,4,4,4,4,,0,,Y,24/11/2014,0,N
241974809,202626,4,,5,5,,5,,0,solo,N,29/11/2014,0,N
242436724,202626,4,,5,,5,5,,0,family,N,02/12/2014,1,N
243924125,202626,3,,,,,,,0,solo,Y,10/12/2014,0,N
244008849,202626,3,,4,5,,4,,1,family,N,11/12/2014,1,N
244294427,202626,5,,,,5,5,4,2,solo,N,13/12/2014,0,N
244503616,202626,4,,,5,,5,5,0,couple,N,15/12/2014,0,N
244719058,202626,2,2,,4,,2,,0,family,N,16/12/2014,0,N
245169655,202626,4,,,,4,4,4,0,family,N,19/12/2014,0,N
245444873,202626,5,5,3,5,5,4,,0,,N,21/12/2014,0,N
245811426,202626,3,3,,4,,3,,0,family,N,25/12/2014,3,N
246020667,202626,4,,,,,,,0,couple,Y,27/12/2014,0,N
247127968,202626,2,,,,,,,0,couple,Y,03/01/2015,0,Y
247352221,202626,3,,3,,,4,4,0,solo,N,04/01/2015,1,Y
247564974,202626,2,,,,,,,0,couple,Y,05/01/2015,2,Y
247882594,202626,3,,3,,,2,3,0,family,N,06/01/2015,2,Y
250237358,202626,3,,2,,3,3,,0,couple,N,20/01/2015,0,Y
251945920,202626,4,,,4,,3,3,0,friends,N,31/01/2015,0,Y
257202141,202626,3,3,,4,,2,,0,solo,N,01/03/2015,0,Y
257717071,202626,4,,,,5,4,4,1,family,N,04/03/2015,1,Y
260930417,202626,3,,,5,,1,3,0,business,N,21/03/2015,0,Y
261330461,202626,5,,,,,,,0,couple,Y,23/03/2015,0,Y
262315924,202626,5,,5,,4,,,0,couple,N,28/03/2015,0,Y
262432861,202626,3,,,,,,,0,friends,Y,29/03/2015,1,Y
262822642,202626,4,4,,,,4,4,0,friends,N,31/03/2015,1,Y
263109088,202626,5,,5,5,,5,,0,couple,N,01/04/2015,1,Y
263702638,202626,3,,,,,,,0,solo,N,04/04/2015,0,Y
265112225,202626,4,,,5,,5,5,0,couple,N,11/04/2015,3,Y
265122598,202626,3,,3,,4,3,,0,couple,N,11/04/2015,0,Y
266894784,202626,4,,4,5,,5,,0,business,N,20/04/2015,0,Y
269228311,202626,4,,,,,,,0,,Y,01/05/2015,0,Y
274713288,202626,1,,,,,,,0,business,Y,26/05/2015,0,Y
279922836,202626,4,,,,4,4,4,0,family,N,13/06/2015,1,Y
280281045,202626,5,,,,,,,3,friends,Y,14/06/2015,0,Y
280369220,202626,2,,4,,2,3,,0,couple,N,15/06/2015,0,Y
283575635,202626,4,,4,4,,4,,0,couple,N,28/06/2015,0,Y
284643859,202626,5,5,,,,5,5,0,couple,N,01/07/2015,1,Y
285045592,202626,3,,,,,,,0,business,Y,02/07/2015,0,N
290148629,202626,3,,,,4,4,3,0,couple,N,18/07/2015,0,N
296077158,202626,4,,,,,,,0,friends,Y,05/08/2015,1,N
298331084,202626,4,,,,,,,4,friends,Y,12/08/2015,0,Y
303406307,202626,4,,,,,,,0,friends,Y,25/08/2015,0,Y
303587291,202626,4,,4,,5,5,,0,couple,N,26/08/2015,3,Y
308100504,202626,3,,,,,,,0,friends,Y,08/09/2015,0,N
312223854,202626,3,3,,,3,4,,0,family,N,20/09/2015,0,Y
312556586,202626,4,,,,,,,0,friends,Y,21/09/2015,0,N
318065345,202626,4,3,,,3,3,,0,family,N,12/10/2015,0,N
321855135,202626,4,,,,,,,0,,Y,26/10/2015,0,N
323549219,202626,5,,,,5,5,5,8,friends,N,31/10/2015,0,N
328299603,202626,3,,3,,3,3,,0,business,N,21/11/2015,0,N
329669804,202626,3,,,,,,,0,family,Y,29/11/2015,0,N
331073792,202626,4,,,5,,5,2,0,family,N,06/12/2015,0,N
331583845,202626,4,,,,,,,0,couple,Y,09/12/2015,2,N
331976273,202626,5,3,4,,,5,,8,friends,N,10/12/2015,0,N
332372260,202626,3,,,,,,,0,friends,Y,12/12/2015,1,N
333243373,202626,4,4,5,,,4,,0,family,N,16/12/2015,0,N
333251804,202626,4,,4,,4,4,,0,family,N,16/12/2015,0,N
333869578,202626,4,,5,,,5,5,0,couple,N,19/12/2015,0,N
334179804,202626,4,3,,,3,4,,0,couple,N,21/12/2015,0,N
334465871,202626,4,4,,4,,3,,0,family,N,22/12/2015,0,N
334526447,202626,3,,,,3,2,4,0,family,N,22/12/2015,0,N
334958201,202626,2,,,,,,,0,family,Y,25/12/2015,0,N
335259418,202626,3,3,3,,,4,,1,family,N,27/12/2015,0,N
335885882,202626,3,,,,,,,3,,Y,29/12/2015,0,N
336046489,202626,3,,,5,3,4,,0,friends,N,30/12/2015,0,N
336051344,202626,3,,,,,,,0,family,Y,30/12/2015,0,N
336838181,202626,3,3,3,,,3,,0,family,N,02/01/2016,0,N
336857967,202626,5,,,5,5,5,,0,friends,N,03/01/2016,0,N
336885566,202626,4,,,,,,,0,couple,Y,03/01/2016,0,N
336897115,202626,4,4,3,,,3,,0,couple,N,03/01/2016,0,N
337695315,202626,4,,,,,,,3,friends,Y,05/01/2016,0,N
337846785,202626,5,5,5,,,5,,0,family,N,06/01/2016,0,N
338498529,202626,4,,,4,,5,3,0,business,N,08/01/2016,0,N
338740369,202626,2,,,,,,,0,couple,Y,09/01/2016,0,N
338920866,202626,3,3,2,,,5,,0,family,N,10/01/2016,0,N
338989093,202626,3,,,,,,,0,solo,Y,10/01/2016,1,N
339530146,202626,2,2,,,,2,1,0,couple,N,12/01/2016,0,N
339622128,202626,4,,4,,4,4,,0,couple,N,13/01/2016,0,N
339766344,202626,5,5,5,,,5,,0,solo,N,13/01/2016,0,N
341123372,202626,3,,,4,2,2,,0,business,N,19/01/2016,0,N
341625425,202626,3,,3,,,2,5,0,couple,N,21/01/2016,0,N
342511205,202626,4,,,5,2,4,,2,business,N,24/01/2016,0,N
343651587,202626,2,,,,,,,0,friends,Y,29/01/2016,0,N
343721969,202626,3,,3,,5,4,,0,business,N,30/01/2016,0,N
841271,206760,5,4,5,,5,4,,0,business,N,20/01/2003,20,N
1216222,206760,4,,,,,,,0,,N,05/08/2003,5,N
2790727,206760,5,,,,,,,0,,N,26/10/2004,4,N
3349752,206760,5,,,,,,,0,,N,10/04/2005,8,N
3516441,206760,5,3,5,,5,4,,0,business,N,31/05/2005,5,N
4316381,206760,4,4,4,,4,3,,3,,N,01/01/2006,10,N
4617693,206760,4,3,4,,4,4,,0,business,N,13/03/2006,3,N
4730044,206760,5,,,,,,,2,,N,23/03/2006,5,N
5292452,206760,5,5,5,,5,5,,0,,N,01/06/2006,3,N
5561840,206760,4,4,3,4,4,4,,0,business,N,05/08/2006,3,N
5613881,206760,3,3,3,4,3,2,,0,family,N,14/08/2006,4,N
5693845,206760,4,4,3,4,3,4,,0,couple,N,21/08/2006,4,N
6008986,206760,5,5,5,3,5,5,,0,couple,N,24/10/2006,2,N
6711465,206760,2,2,2,5,5,5,,0,business,N,27/01/2007,4,N
6775209,206760,2,2,2,3,2,1,,0,business,N,08/02/2007,6,N
7280747,206760,3,3,3,4,4,3,,0,couple,N,03/04/2007,5,N
7292271,206760,5,5,5,5,5,5,,0,friends,N,07/04/2007,8,N
7707165,206760,4,3,5,3,5,5,,0,business,N,27/05/2007,6,N
7728537,206760,4,3,4,5,4,4,,0,,N,31/05/2007,7,N
7938650,206760,3,3,4,3,4,3,,0,couple,N,18/06/2007,6,N
8722292,206760,4,,,,,,,0,,N,15/09/2007,0,N
10067352,206760,2,2,1,5,4,4,,0,business,N,11/10/2007,3,N
10588457,206760,5,5,5,4,4,5,,0,business,N,04/11/2007,0,N
13379685,206760,4,4,4,4,4,3,,0,business,N,08/02/2008,0,N
14087211,206760,3,3,3,5,3,3,,0,business,N,06/03/2008,0,N
16213508,206760,5,4,4,5,4,4,,0,business,N,19/05/2008,0,N
16805422,206760,4,3,4,5,4,3,,0,,N,09/06/2008,1,N
17599623,206760,4,3,4,4,4,3,,0,business,N,06/07/2008,0,N
18065047,206760,5,3,5,3,5,4,,0,,N,20/07/2008,0,N
19485432,206760,3,3,3,5,4,,,0,couple,N,28/08/2008,2,N
20269917,206760,4,4,4,3,5,4,,0,couple,N,22/09/2008,0,N
21218408,206760,4,4,4,4,5,4,,1,solo,N,26/10/2008,0,N
21890272,206760,2,2,2,3,2,3,,0,couple,N,16/11/2008,0,N
25184147,206760,4,4,3,5,5,4,,0,business,N,26/02/2009,0,N
26281571,206760,4,4,5,4,5,3,,0,business,N,16/03/2009,1,N
27602117,206760,2,3,1,4,4,4,,0,business,N,07/04/2009,0,N
34331900,206760,4,3,3,5,5,5,,1,business,N,09/07/2009,1,N
34390067,206760,5,5,5,5,5,3,,1,couple,N,10/07/2009,0,N
34693033,206760,5,4,5,4,5,5,,0,solo,N,13/07/2009,1,N
36791942,206760,5,,,,,,,0,friends,N,05/08/2009,0,N
37031572,206760,5,5,5,5,5,5,,0,solo,N,07/08/2009,1,N
37359891,206760,4,4,4,5,4,4,,0,family,N,11/08/2009,0,N
38542350,206760,5,5,5,5,3,5,,0,couple,N,23/08/2009,0,N
39656252,206760,5,,,,,,,0,couple,N,03/09/2009,0,N
39994980,206760,4,4,4,4,4,4,,0,,N,07/09/2009,0,N
41908770,206760,4,4,4,4,5,4,,0,couple,N,15/09/2009,0,N
42152851,206760,5,4,5,4,5,4,,0,couple,N,16/09/2009,0,N
42894428,206760,5,4,5,4,5,5,,1,business,N,19/09/2009,1,N
45760389,206760,5,5,5,5,5,5,,0,friends,N,03/10/2009,0,N
46017558,206760,4,,,,,,,0,couple,N,06/10/2009,0,N
47226717,206760,4,5,4,5,4,4,,0,solo,N,19/10/2009,0,N
48158605,206760,4,5,4,5,5,4,,0,business,N,30/10/2009,0,N
48343430,206760,5,5,5,5,5,5,,1,business,N,02/11/2009,0,N
48649183,206760,5,5,5,5,5,5,,0,solo,N,06/11/2009,1,N
48848468,206760,4,4,5,4,5,5,,0,business,N,09/11/2009,1,N
49354127,206760,4,5,4,4,5,4,,0,family,N,16/11/2009,0,N
50456139,206760,3,,,,,,,0,business,N,01/12/2009,0,N
52834353,206760,4,5,4,4,5,4,,0,couple,N,07/01/2010,1,N
53551693,206760,3,5,3,4,4,5,,0,couple,N,15/01/2010,0,N
55462724,206760,2,1,2,4,2,1,2,0,solo,N,08/02/2010,0,N
56983685,206760,5,4,4,4,5,5,4,0,business,N,24/02/2010,0,N
57234627,206760,4,4,4,4,5,4,4,3,couple,N,27/02/2010,0,N
58451994,206760,4,4,4,5,4,3,5,1,business,N,13/03/2010,1,N
60532294,206760,5,5,5,5,5,5,5,0,business,N,06/04/2010,1,N
61877311,206760,5,5,5,5,5,5,5,0,business,N,19/04/2010,0,N
63953820,206760,4,3,5,3,5,5,4,0,couple,N,12/05/2010,0,N
64262571,206760,4,3,3,4,4,4,4,0,couple,N,16/05/2010,0,N
64607694,206760,5,5,5,5,4,5,,0,,N,27/10/2009,0,N
64716146,206760,5,5,4,5,5,5,5,0,friends,N,19/05/2010,2,N
65036408,206760,5,5,5,5,5,5,4,3,friends,N,23/05/2010,1,N
65238867,206760,4,5,4,5,5,4,5,0,friends,N,24/05/2010,0,N
66143622,206760,4,3,3,5,4,4,2,0,business,N,02/06/2010,0,N
66184593,206760,5,5,5,5,5,5,,0,,N,25/07/2008,0,N
66690763,206760,4,3,3,4,4,3,4,0,solo,N,06/06/2010,0,N
66987915,206760,5,,,,,,,0,,N,09/06/2010,0,N
67353709,206760,4,3,3,2,5,4,3,0,business,N,13/06/2010,0,N
67540055,206760,4,4,4,3,4,3,4,0,business,N,14/06/2010,1,N
67558893,206760,5,5,5,5,5,5,4,2,family,N,15/06/2010,1,N
68289050,206760,5,5,5,4,5,5,5,0,couple,N,22/06/2010,0,N
68431749,206760,5,5,5,4,5,4,4,0,couple,N,23/06/2010,0,N
69219208,206760,3,3,5,4,5,3,5,0,business,N,30/06/2010,0,N
69403748,206760,4,4,4,4,4,4,4,0,business,N,01/07/2010,0,N
69780154,206760,5,4,4,5,5,4,4,0,couple,N,05/07/2010,1,N
70266314,206760,5,4,5,4,5,5,4,0,couple,N,09/07/2010,0,N
70812025,206760,4,4,5,3,3,4,5,0,solo,N,13/07/2010,0,N
70993771,206760,5,5,5,4,5,4,5,1,couple,N,15/07/2010,0,N
71350081,206760,2,2,2,4,1,3,1,0,business,N,18/07/2010,1,N
71351617,206760,4,3,4,5,4,5,5,0,solo,N,18/07/2010,0,N
71594671,206760,4,5,4,4,4,5,4,0,couple,N,20/07/2010,1,N
71826795,206760,3,2,3,4,4,3,4,0,business,N,21/07/2010,1,N
72946204,206760,4,5,4,5,3,3,4,0,couple,N,29/07/2010,0,N
73387223,206760,4,5,4,5,4,3,4,0,couple,N,02/08/2010,0,N
73645578,206760,4,4,4,5,5,4,4,0,business,N,03/08/2010,0,N
73967236,206760,3,3,3,5,3,3,4,0,business,N,05/08/2010,0,N
74401052,206760,4,4,4,4,4,4,5,3,friends,N,09/08/2010,0,N
74704324,206760,4,5,4,5,5,4,5,0,couple,N,10/08/2010,0,N
74752906,206760,4,4,3,5,5,1,5,0,couple,N,11/08/2010,0,N
74998489,206760,4,,,,,,,0,business,N,13/08/2010,0,N
76894401,206760,5,5,4,5,5,4,5,0,,N,25/08/2010,1,N
77066831,206760,5,5,5,5,5,5,5,0,business,N,27/08/2010,0,N
77292526,206760,5,4,5,4,4,4,5,0,couple,N,28/08/2010,0,N
77463949,206760,4,4,4,4,4,4,4,0,business,N,30/08/2010,0,N
77591534,206760,5,5,4,5,4,5,5,0,couple,N,30/08/2010,1,N
77609848,206760,1,,,,,,,0,couple,N,30/08/2010,3,N
